Timestamp,version,question,text,Context1,Context2,Context3,Context4,Context5,Context6
2025-05-18 21:36:40,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,What is better? M2 or m2c?,"The choice between the M2 and the M2C (M2 Competition) depends largely on your priorities in a vehicle, especially in terms of handling, cornering, and overall driveability. From the discussions on the Bimmerpost F87 M2 forums, it's clear that while the M2 is a great car and more affordable as a used option, the M2C offers significant improvements that might be worth the extra investment if your focus is on a more enhanced driving experience.

The M2C is noted for its phenomenal engine upgrade, but it also excels in areas like ride harshness, cornering ability with the upgraded suspension, engine responsiveness, and the sound of the engine and exhaust. If these aspects are crucial to your enjoyment and the overall driving experience, the M2C might be the better choice despite the higher cost. However, if budget is a significant factor and the improvements in the M2C don't justify the additional expense for you, then a used M2 would still offer a solid performance.

Ultimately, the decision should be based on how much value you place on the enhancements found in the M2C compared to the M2, and whether those improvements align with what you are looking for in a car.",if it's not a m2,Interesting comparison of the engine management software between m4 and m2c,"I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of "
2025-05-18 21:36:55,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,Which is better and why? M2 or m2c?,"Based on the information provided in the posts, it seems that the main considerations for choosing between the M2 and the M2 Competition (M2C) revolve around handling, cornering, ride harshness, engine responsiveness, and sound. The posts do not provide specific user experiences or detailed comparisons between the two models. Therefore, I cannot provide a direct answer from the forum users about which model is better based on those specific criteria.

However, you mentioned that the engine upgrade in the M2C is ""phenomenal,"" suggesting that the M2C might have superior performance characteristics compared to the original M2. If engine performance, along with handling and driveability, are critical factors for you, it might be worth considering the M2C despite the higher cost. The decision may also depend on your budget and whether the improvements in the M2C justify the extra expense for you personally.

For a more detailed comparison and user experiences, you might want to check the responses directly in the forum thread linked in your posts or seek out additional reviews and test drive both models if possible.","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of "
2025-05-18 21:47:32,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,Which is better and why? Og M2 or m2 comp?,"The choice between the OG M2 and the M2 Competition (M2C) depends largely on what you value in a car and how you plan to use it.

**Performance and Handling:**
- The M2C generally offers better performance due to its S55 engine, which is more powerful than the N55 engine in the OG M2. This makes the M2C faster on the track.
- In terms of handling, the M2C has been described as feeling more ""planted"" and less jumpy compared to the OG M2, thanks to its re-tuned suspension and additional bracing from the M3/M4 models. The M2C also features different alignment settings and updated EPS software, contributing to a more stable and neutral handling experience.

**Reliability and Cooling:**
- The M2C might be more reliable, especially in scenarios requiring sustained performance, such as longer track sessions. This is due to better cooling capabilities compared to the OG M2.

**Enjoyment and Driving Experience:**
- Enjoyment is subjective. The OG M2 is praised for its nimbleness and balance, making it a joy to drive, especially on tracks that are not power sensitive. However, the M2C's ability to handle added power without compromising heat management is a significant advantage if you're looking to compete or frequently drive in hot climates.

**Cost and Practical Considerations:**
- The OG M2 is generally cheaper, which could be a deciding factor if budget is a concern. The cost difference between upgrading to an M2C from an OG M2 might not justify the performance gains depending on your specific use case and how much you value the incremental improvements in handling and power.

In summary, if you prioritize top-notch performance, better handling, and are considering track competitiveness or driving in hotter climates, the M2C might be the better choice. However, if you are looking for a balance of enjoyable driving dynamics and cost-effectiveness, the OG M2 remains a compelling option.",".

M2C on the track.  I've driven one but own an OG.Faster? YesMore reliable? Probably.  More so if you are running >10-15 minutes per session where cooling might be a concern with the N55.More enjoyable?  Meh.  Depends how you define enjoyable.If enjoyable to you is focussed on absolute numbers for lap times and the ability to go faster than other people then the M2C will move your enjoyment factor up a notch.  But as an ""early intermediate"" track day driver, I'm yet to get the best out of my O",than the comp.  And with moving to another hot climate (also adding humidity to the mix) that will not get any better here.  And if you plan to compete I do not see a case where an OG can out pace a comp no matter how the rules are set up.  If you can live with the power being pulled though then the OG is a pure joy to drive with how nimble and balanced it is.  And on tracks that are not power sensitive it can absolutely shine.  Even at that though if planning to compete I would still strongly c,"Hi all,For those of you that owns a M2C and had an OG M2 before, does the M2C suspension seem to you significantly better than the one of the OG M2? IMO, the stock suspension of the OG M2 is way too jumpy from the back, which forced me to install the M-perf coilovers. I read in a journal that the M2C has the same dampers than the OG M2, but re-tuned by BMW to make the suspension less jumpy and more precise. Is it BS or it is true?

I have both M2's and drive them back to back regularly. While I ","FULL LAP WITH MY M2The M2 is fast, more powerful, has a lot of grip...and with the Endless ME-20 brake pads the brakes are really good on track (zero fade, no vibration, good byte, good modulation, not hard on the discs, low wearing pads). But after 10x Nurburgring laps and the back to back test (M2 vs Z4M) I came to the conclusion that I have more fun, more thrills, more driving sensation, more sense of speed when driving my Z4M on the Nurburgring. It felt so easy in the M2 and the sensation of","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of ","I'm about to upgrade my car and I'm not sure if I should wait for M2C or get a used M2 (which much cheaper also)Anyone had upgraded or had both M2 & M2C , with some advise in terms of improvements and if wait and extra $$$ is worthwhile?Would be great to hear all the details before I take the plunge on one of themThanks

ps - I do of course realise the engine upgrade is phenomenal, but for me the handling / cornering and overall driveability and enjoyabilty is what I'm looking at here...Some of "
2025-05-18 23:45:40,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,can I find a tune based on cs variant?,"Yes, you can find a tune based on the CS variant. The BM3 platform offers a map named OEM CS, which is designed to replicate the performance characteristics of the CS variant. This tune runs flawlessly and provides excellent part throttle response, making it very close to OEM in terms of smoothness and drivability.",".



All the CS tunes are replicas. The m4 CS tune is the most powerful stock style s55 map short of the gts. I ran the BPM CS tune for 3 years on my m2c. It ran beautifully and I had no issues. It transforms the top end power and mid range torque and IMO is a perfect street power level.

[QUOTE=DLEFTY;29497692]Correct, thats my issue is the throttle mapping and smoothness on some tunes out there I am not fond of and would not be happy with.  Want OE smooth.[/QUOTT]There is a map on BM3.  Its n","Hello,I read almost every single thread related to this amp/dsp, but I wasn't able to find any tuning files, even a base tune (the files I found are too old that they're not compatible with the Match Up 7).Is there anyone generous enough to share their tune? I have changed my front 2 way to Eton speakers if that helps at all.I'm not sure where to start with the DSP PC tool.Any help would be appreciated!

I wish I had something to offer but I just installed a Match up7 as well and I'm trying to f","more like an approximation rather than actual CS tunes, correct?



I assumed it was the real cs map, but now yall got me worried

Im aware that neither are OE providers. But are they simply copying or replicating the tables from a cs? Or taking the actual file and modifying the oil capacity? At this point, lll probably wait for the m2 cs to come out and see if that tune becomes avail.



BMW DME files can be dumped by having ISTA+ programming files.What these tuners do is take the Calibration","any way to get the M2C a small ""basic"" M4 tune?

I think bootmod3 gives you that map for free when you buy a stage 1 upgrade. You can also go with Dinan plus, which is just a tad more power than a basic M4

Yes, BPM, BM3 and others offer oem like maps. You can run the m4 comp, CS, or GTS style map. The CS is quite nice.

no","Would it be possible to simply copy files from the CS to use in the 2C?  I know nothing about tuning and I love my stock car as is, but if the only difference in power production between the M2CS and 2C is software controlled, then how hard would it be to have this specific tune flashed over like any other tune?

Pretty much impossible since BMW is the only one with a non-compiled tune. (this is how I understand that it is not possible to simply copy an OEM tune).However, BM3 and other tuners ma",What tuning platform are you using
2025-05-19 03:38:36,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,How to drift,"To learn how to drift effectively, especially with a car like the M2, it's essential to gain practical experience in a controlled environment such as a skidpad or during HPDE (High Performance Driver Education) days. Here are some key points to consider:

1. **Skidpad Training**: This is crucial as it allows you to experience and handle the car in a controlled slide. The skidpad provides a safe environment to practice and understand how your car behaves when it loses traction.

2. **Tire Selection**: Choose tires that provide a balance between grip and the ability to break traction smoothly. Some users suggest using ultra-high performance or even all-season tires for easier initiation of drifts due to their reduced grip compared to maximum performance summer tires.

3. **Vehicle Setup**: Adjustments like tire pressure and alignment can significantly affect the car's drift capability. For instance, setting a higher tire pressure in the rear can help in reducing grip slightly, making it easier to initiate a drift.

4. **Driving Technique**: When you start to drift, it's important to react quickly. As soon as you feel the rear of the car sliding, you should countersteer and adjust your throttle input to maintain the drift without spinning out. Practicing these reactions in a skidpad setting helps develop the necessary muscle memory.

5. **Safety and Control**: Initially, keep the traction control on (like DTC or MDM modes) until you are more confident in your car control skills. This helps prevent total loss of control as you're learning.

6. **Practice and Patience**: Drifting requires a lot of practice. It's about refining your reactions and understanding how changes in steering, throttle, and brake affect the car during a drift.

Remember, the key to mastering drifting is consistent practice in a safe, controlled environment where you can learn from each attempt without the risk of damaging your vehicle or compromising safety.","where they have a skidpad, if possible.  And probably a few HPDE days, but the skidpad time is key;  really no good places to learn this on the street unless you live in the snowbelt.  All the talking and thinking in the world can't make up for the actual experience of doing it.  And don't turn off DTC, even to use MDM, until you feel you have a handle on this.









As others have said do a skid pan day. Its good to know the theory, but the reflexes need to be baked in first, in order to put","Weve all seen the road test videos where the M2 is being drifted around corners with ease.  With a manual shift, assuming the drive mode is set at Sport Plus, should the traction control be turned completely off?  Will the M2 drift with the traction control left on?Some background. I drive my (manual shift) M2 in Sport Plus with traction control turned off all the time because I cant stand the automatic rev matching and I like to double clutch when downshifting.  Ive accidentally drifted m","Just as the title states. Any input is appreciatedThanks!

you specifically want less grip for ease of drifting, so I'd say pick a tire from the ""ultra high performance"" category rather than ""max performance summer.""an all-season will probably break away more easily than a summer tire too.you could also go down to a narrower wheel in the rear, again, less width = less grip = easier to start a drift.

Since the M2 is a pretty powerful car and can break even the best summer tires loose, I would ar","Has anybody actually been able to do this?

Not a good tire on the m2 for real drifting (not powersliding) the car doesnt have enough power for their grip level - youd need 550-600 wheel to competitively drift on sport cup 2

I’m sure you could drift with them in the wet.However why would you want to???If you want to drift then perhaps they aren’t the best tyre choice.

would winter tires be good to drift in?what tire is good to get sideways?

Pilot SC2 to winter tires just like that. Winter t","be very fast for high speeds. Like in my little Ring vide below3) Corner exit oversteer - if you have some extra space to use on the outside, stay on power and add your correction. Fastest way our of a corner.But in general, if you've entered the corner too fast and start loosing the back, do what you feel most confident doing. Slight lift and counter steer to reduce speed and correct is not a bad thing when you're just trying to save the car.Also definitely invest in AutoX or track days, or a c","said, if you're going for a drift car, I think it would be awesome. Lone Star Drift recently featured an F30 that came out, and it looked amazing drifting.



Yup drift orientated which is why they tout at 65 degree steering angle.This kit if retrofitted will probably cause alot of errors and will require a crap ton of coding to rectify. Also you will now have to worry about over heating power steering fluid and pulleys (if the kit requires) for power steering pumps so more parasitic loss.IMO el"
2025-05-19 04:55:29,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,Is there a difference in differential software between the M2C and the M2CS?,"There is no specific mention of a difference in differential software between the M2C and the M2CS in the provided forum posts. The discussions mainly focus on engine tuning, suspension differences, and other aspects, but do not address differential software directly.",Interesting comparison of the engine management software between m4 and m2c,"me, the M4 CS tune on the M2C in MDM mode will spin the tires off :-). That's why I don't think that the M2 CS tune will be exactly like the M4 CS tune.  Also they would have taken into consideration manual the transmission that the M4 CS doesn't have.

M4CS is rated 453 hp / 443lb-ft.  M2CS is rated 444 hp / 406 lb-ft.  So it's all but certain the tunes are different.In terms of putting power down, given the M2CS torque is the same as the M2C, there should be no difference in it's ability to pu","when comparing my LCI OG to a M2C. RealOEM lists the dampers and springs as the same part #.The ""better"" suspension in the M2C is only due toa)F80 Front Strut Braceb)More static suspension sag due to 100+LBSc)Placebo due to not riding them back to backThere is so much marketing fluf, when in reality, all the engineers go back and take 1-2 parts from the parts bin and refine the calibration.Just like the ""solid"" mounted rear sub frame on the M2C. If you read the tech doc on the F87, this has exis","are several posts confirming these changes under F80 sub-forum.That being said, I'm sure BMW has made some changes to their CS DME over the time as well. Do you guys just pick a certain I-Step for CS and make it available on your platform? ... or do you update your OEM maps as BMW introduces updates through newer I-Step versions? Ideally, I would like to run the latest CS DME software by BMW. How do I make sure of this?











Is there any info regarding secondary cats/particle filter? any d","Hi all,For those of you that owns a M2C and had an OG M2 before, does the M2C suspension seem to you significantly better than the one of the OG M2? IMO, the stock suspension of the OG M2 is way too jumpy from the back, which forced me to install the M-perf coilovers. I read in a journal that the M2C has the same dampers than the OG M2, but re-tuned by BMW to make the suspension less jumpy and more precise. Is it BS or it is true?

I have both M2's and drive them back to back regularly. While I ","Is there a fitment difference for rear diffuser between M2 and M2C?

No difference.

I got this cleared up with maxton and uro tuning customer service. Thanks for confirmation"
2025-05-19 14:41:07,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,Differential seals are leaking slightly. What are some issues that this can cause? Anything catastrophic ? ,"Leaking differential seals, while not immediately catastrophic, can lead to more serious issues if not addressed. The primary concern is the potential loss of differential fluid, which is crucial for the proper lubrication and cooling of the differential gears. Over time, low fluid levels can cause the gears to wear prematurely or overheat, potentially leading to differential failure. Additionally, consistent leaking can attract dirt and debris, which might contaminate the differential fluid and further accelerate wear on the components.

It's generally advisable to fix leaks early to prevent these more significant problems. Some users have noted that while slight seepage or ""sweating"" might be considered normal by some standards, actual dripping or noticeable leakage should be addressed promptly to maintain the integrity and performance of the vehicle.","Attached are screenshots from a video I took.Hey guys, I noticed when I was doing my oil change that my axle is leaking at the point where it meets the diff. It does not seem minor but Im bringing it in to get repaired this week. I wonder if anyone here fell into the same thing before? I attached two photos. One is the leaky one, passenger side. The other is the driver side. What kind of cost damage am I in for?

Had the same issue with mine while I was still under warranty; I believe it was ju","Drivers rear caliper is is leaking by the bleed screw.  Fallowed all normal practice, cleaned and retorqued, cleaned up mess and took for a drive.  Still weeping. Pulled our bleed screw, seems OK, seat seems Ok.  Cleaned, drove, still the same. confirmed not leaking at piston seal. Never had a piston leak at the bleed screw in 30+ years working with cars.Any thoughts?","left! The service manager: We fix drips and leaks, not seeps. Sounds like bs to me. Visiting another dealership for a second opinion.

I've got the same issues on my 2017 at 40k miles. Rear diff seals and oil pan seeping. Both Indy shop and dealership said not worth doing anything until I start seeing drips. Level seems to be holding for both. Seems like the consensus for waiting is because will likely happen again with replacements so might as well wait as long as possible to restart the cloc","I just noticed some leakage and residue, so far there are no major issues but I'm wanting to get this fixed sooner rather than later.Just wondering if anybody has any experience with this on the n55 and can share some advice.Thanks





The OFHG is a common point of failure on n55s so that's certainly a possibility



Hope you get it taken looked at soon. Happened to my m235i. If it's really bad, you can see oil seeping out from a faulty o-ring gasket when your engine is the running.

Appreciate","I have a slight leak from the tail shaft seal, searching the F8X forums reveals the seals leaking isn't uncommon but most seem to be the wheel drive shaft that go.Does anyone know if the diff has to be dropped to replace the tail shaft seal?  If so I may as well get all 3 done

I just had a quote that looks like parts plus 3 hours labour from a BMW main agent.It previously had a pinion seal done under warranty.If you do go as far as dropping it, maybe go for the upgraded rear mount as well?



H","filter housing, just beneath the engine cover the coolant flange for the head (commonly known as the mickey mouse - here’s the thread I did on that part:https://f87.bimmerpost.com/forums/sh....php?t=1773412), the serpentine belt, the harmonic dampener, and behind the harmonic dampener the crank seal and crank hub.Credit: BMW AG m2 ETKIf you look at this image you can see an expanded view of the harmonic dampener and crank hub with its timing sprocket (gear like object), there should also be a se"
2025-05-19 17:46:27,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,What are the steps for removing the front strut and springs from the M2?,"To remove the front strut and springs from the M2, follow these steps:

1. **Prepare the Area and Vehicle:**
   - Place blue painters tape on the fender edge to protect it.
   - Jack up the car and secure it on jack stands. Ensure the car is stable before you start working.

2. **Disconnect Necessary Components:**
   - Remove the dust cover and plastic shroud around the strut area.
   - Disconnect the headlight sensor (driver side only) where it connects to the control arm using a 2x 10mm wrench.
   - Disconnect the brake pad sensor and other wires from their plastic connections so they hang freely.

3. **Support the Suspension:**
   - Support the ball joint with a jack under very light tension to prevent any undue stress on the suspension components.

4. **Remove Strut Components:**
   - Remove the pinch bolt from the strut using a 16mm bolt and nut.
   - Remove the strut bar bolt from the upper strut mount using an E18 socket.
   - Remove the 5 strut mounting bolts using a 16mm socket.

5. **Lower the Strut:**
   - Slowly lower the jack supporting the suspension until the top of the strut clears the wheel well. Be careful to ensure that nothing gets caught or overextended.
   - Pivot the strut out of the wheel well.

6. **Remove the Strut from the Knuckle:**
   - Place a pry bar in the open slot where the strut sits in the knuckle and apply leverage to release the “pinch load” from the strut. Pull the strut out of the knuckle while doing this.

7. **Compress the Spring:**
   - Before removing the top hat, compress the spring using spring compressors.
   - Use an 18mm passthrough socket and a 10mm socket to loosen the top hat. Be careful not to damage the paper gasket during this process.

8. **Remove the Strut Assembly:**
   - Once the top hat is loosened, the strut assembly should be free to remove. Be cautious during this step to avoid any damage or injury.

9. **Repeat for the Other Side:**
   - Repeat the above steps for the other side of the vehicle to ensure both front struts and springs are removed.

These steps should help you safely remove the front struts and springs from your M2. Always double-check each step and work carefully to avoid any damage to the vehicle or personal injury.",xRemove headlight sensor (2x 10mm wrench - driver side only) where it connects to control armDisconnect the brake pad sensor and other wires from their plastic connections so they hang freelySupport the ball joint with a jack under very light tension.Remove the pinch bolt from the strut - 16mm bolt and nutRemove the strut bar bolt from the upper strut mount (E18 socket)Remove the 5 strut mounting bolts (16mm x 5)Place blue painters tape on the fender edge to protect itThe strut should not be fre,"How difficult is it to remove the spring perches from the stock front struts?Getting ready to tackle this in the next couple of days and want to know what I'm in for.  Car has 100 miles on it so it shouldn't be a situation of built up corrosion or anything on them yet.Thanks,Andy","will also need to move the wiring bracket out of the way.  Note Â You may use an impact wrench to easier remove the nut/bolt.[img]https://preview.ibb.co/cy4y3R/IMG_7132.jpg[/img][img]https://preview.ibb.co/iUazA6/IMG_7133.jpg[/img]8. Using the E18 socket, remove the strut bar bolt.[img]https://preview.ibb.co/m1383R/IMG_7144.jpg[/img]9. Using the 16mm socket, remove all 5 strut mount bolts.[img]https://preview.ibb.co/dAS1OR/IMG_7145.jpg[/img]10. Slowly lower the car jack supporting the suspensio","Hey all - I just ordered kw height adjustable springs for my '16 m2, and had a question about install.  I have installed coilovers in the past but never had to install just springs.  I don't have spring compressors or an air gun to remove the strut top nut.I've seen people simply remove the strut top nut (attaching the top hat to the strut) while keeping the top hats secured, and then lowering the strut out on other installs.  Has anyone tried this on the m2, and if so is there anything to note ","Will be tackling installing a set of springs in the next weeks.Couple questions, any help will be appreciated:1. I haven't seen any DIY for installing suspensions on the M2 specifically, searched but couldn't find, if anyone has one please point me to it. If there isn't one, is this a good one to follow seeing this car shares suspension components with the M3/M4 without having the EDC:http://f80.bimmerpost.com/forums/sho....php?t=10714062. Anyone know the torque specs on the different bolts I wi","an impact gun as KW and BMW specifically recommend against it as it can damage the strut by spinning the piston.New bolts and nuts as below in ""Re-indexing section""Spacers - Anti-seize and Steel brush or drill attachmentSection 2: Jacking the car up without a liftBefore you do anything, measure the distance between the center of the hub to the bottom of the fender and record this for each side.Mine was 14.5 on both fronts, 14 ⅜ right rear and 14 5/16 left rearMake sure car is in park (and/or ha"
2025-05-19 19:42:17,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,what sway bars do you recommend when I have a KW V3 suspension installed?,"The KW V3 suspension does not specifically require a particular brand of sway bars, and the choice largely depends on your driving preferences and the level of stiffness or handling characteristics you're aiming for. However, many users with KW V3 suspensions find that pairing it with a high-quality sway bar like those from M Performance or a reputable aftermarket brand such as H&R or Eibach can enhance the handling dynamics, particularly if you frequently drive on tracks or engage in spirited driving. These brands are known for their compatibility with various suspension setups and can help reduce body roll and improve cornering stability.",[/URL]AutoTalent |KWSuspension| BMW F87 M2|Applications:  V3Please PM or email:Golan@AutoTalent.comwith any questions!We are the oldest KW Suspension dealer!KW V3:Adjustable Rebound & Compression DampingPart # 352200BHWant full control? The KW V3 gives you multiple settings for both rebound and compression. You have full access over ride comfort and handling to dial in that perfect setup. Race teams rely on adjustments to get that perfect lap time and having shock controls at your fingertips is ,"Hey guys!So I'm running KW v3s on my 2018 M2.It's fairly low with -3+ degrees camber in the front. I'm running 18"" RIA wheels.I run the car hard on the track and in the canyons.Idk why, but it's still rubbing pretty good on all 4 wheel Wells.Also even with as much camber as I have in the front I corded the out side of a front tire on track this weekend.To me the front feels too soft. I'm wondering if anyone has replaced the v3 front springs with something from swift?I also wonder if the bump sto","than BMW's recommended road settings for both C&R, F&R. The spring rates are higher than stock (as evidenced by low speed poor surface ride) but otherwise, it's an improvement on both low (undulations) and high (cats eyes and rumble strips) frequency bumps.HTH

I'm in the same boat... seems M Performance are the way to go.



I have V3s and they are much more composed than stock.  Still trying to dial them in with new, bigger tires and camber plates but they're quality kit overall.Only negative ","no clunks or anything for 7k miles. I thought it was the KWs but it turns out it was something else entirely.

I also have KW V3 and they've been solid, no noises or clunks. The rears initially needed to remove spring to adjust but now that it's been a few thousand miles they actually can be adjusted without removed (the perch is just locked into place better). No regrets since I got a great deal and they are lifetime warranty, but if putting on a brand new car or something with decent warranty ","Hey guys, looking to find replacement rear shock bushings for my m performance suspension on my OG m2.Since these are essentially kw v3s, should I try contacting kw for the bushing? Anyone else replace theirs?

Ordered kw V3 rear bushings, hopefully they fit

Pressed in the KW V3 bushings, perfect fit and identical to the M Performance





New bushings in

Drifter2090How many miles were on these before your bushings went?","in my opinion. The KW feels slightly stiffer and I suspect it's just got more compression valving than the DFV. I actually think the DFV is too soft for the track, but if it is a street car the recommended rates work very well. With the DFV the benefit is the quick high velocity reaction, as it's basically a 2 way blow off valve. If you want them to be even softer for street use, or stiffened up for a track kit, give Barry at 3DM Motorsports a call, tell him Eric sent you.







So, why would y"
2025-05-19 21:33:17,v1.1max-token400-overlay50text-embedding-3-smallgpt-4-turbo,standard ride height,"The OEM specs for the F87 M2 standard ride height are as follows:

- Front wheels: 612mm for the ""series"" and 622mm for the ""bad-road package.""
- Rear wheels: 615mm for both ""series"" and ""bad-road package.""

These measurements are taken from the bottom of the wheel to the fender.","Hello, all.Im looking to drop the ride height by 1/2inch and was wondering what spring or HAS has the minimal drop on its highest ride height setup.Any input would be greatly appreciated!Thanks","dropping the ride height, and what's the minimum possible drop while staying in spec?

TCKR kit ships with this guidance. If you cant read it let me know and Ill get a better scan up.","I'm getting the MP suspension installed this week on my M2C.  I've seen recommended rebound and compression settings.  But not much about ride height.  Installation manual shows 595mm front and 600mm rear from bottom of wheel to fender.  Is this where most are keeping it at?  What are popular ride height settings for track use?  Thank you.

Getting it much lower on the rear will depend on how long the spring is. There isn't a helper spring, so you've got about 5mm of spring platform adjustment l","preload to not lose any travel.I have found the best method to measure height and make adjustment is the oem one. See picture attached, this helped me because my car was not stock and had Dinan HAS already installed and I had no idea of my stock ride height. Here is also the OEM specs:AFAIK, F87 M2 OEM stock ride height (OEM suspension, wheels, tires, tire-pressure and of course without shipping blocks):front wheels: 612mm (""series"") and 622mm (""bad-road package"") (see here);rear wheels: 615mm (","specified ride height settings), the installation instructions for the MPS finish off with:5.   Concluding work and codingThe retrofit system does not require programming/coding.– Connect the battery– Conduct a function test– Re-assemble the car– Carry out steering angle adjustment– Carry out a standard chassis measurement with DIN loading as described in ISTA No. 32 00 150– Carry out a chassis measurement and adjust using the standard chassis adjustment dataPrint out the attached workshop certi","Is the ride height identical or will the M2C be lower? Thanks!











https://f87.bimmerpost.com/forums/sh....php?t=1500832"
